#File	results/reads/umis/164_MSI_R1.fastq.gz
#Total	16357253
#Matched	12596462	77.00842%
#Name	Reads	ReadsPct
I5_Primer_Nextera_XT_Index_Kit_v2_S516	6652	0.04067%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N708	6624	0.04050%
RNA_PCR_Primer_Index_34_(RPI34)	6584	0.04025%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N705	6044	0.03695%
RNA_PCR_Primer_Index_40_(RPI40)	5938	0.03630%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]503	5836	0.03568%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]502	5822	0.03559%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]504	5409	0.03307%
RNA_PCR_Primer_Index_1_(RPI1)_2,9	5288	0.03233%
TruSeq_Adapter_Index_12	5120	0.03130%
TruSeq_Adapter_Index_3	4990	0.03051%
I7_Primer_Nextera_XT_Index_Kit_v2_N714	4967	0.03037%
I7_Primer_Nextera_XT_Index_Kit_v2_N728	4964	0.03035%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]507	4954	0.03029%
I5_Primer_Nextera_XT_Index_Kit_v2_S511	4902	0.02997%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N707	4849	0.02964%
RNA_PCR_Primer_Index_32_(RPI32)	4656	0.02846%
RNA_PCR_Primer_Index_33_(RPI33)	4545	0.02779%
RNA_PCR_Primer_Index_39_(RPI39)	4506	0.02755%
TruSeq_Adapter_Index_4	4443	0.02716%
TruSeq_Adapter_Index_7	4345	0.02656%
TruSeq_Adapter_Index_10	4343	0.02655%
TruSeq_Adapter_Index_20	4053	0.02478%
RNA_PCR_Primer_Index_29_(RPI29)	4001	0.02446%
RNA_PCR_Primer_Index_27_(RPI27)	3969	0.02426%
TruSeq_Adapter_Index_19	3960	0.02421%
RNA_PCR_Primer_Index_26_(RPI26)	3947	0.02413%
I5_Primer_Nextera_XT_Index_Kit_v2_S518	3929	0.02402%
I7_Primer_Nextera_XT_Index_Kit_v2_N715	3859	0.02359%
I5_Primer_Nextera_XT_Index_Kit_v2_S520	3682	0.02251%
RNA_PCR_Primer_Index_15_(RPI15)	3666	0.02241%
TruSeq_Adapter_Index_16	3470	0.02121%
TruSeq_Adapter_Index_6	3145	0.01923%
RNA_PCR_Primer_Index_19_(RPI19)	3123	0.01909%
RNA_PCR_Primer_Index_38_(RPI38)	3060	0.01871%
I7_Primer_Nextera_XT_Index_Kit_v2_N726	3015	0.01843%
RNA_PCR_Primer_Index_47_(RPI47)	2931	0.01792%
TruSeq_Adapter_Index_9	2913	0.01781%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N712	2860	0.01748%
TruSeq_Adapter_Index_2	2638	0.01613%
TruSeq_Adapter_Index_11	2508	0.01533%
RNA_PCR_Primer_Index_46_(RPI46)	2506	0.01532%
TruSeq_Adapter_Index_14	2352	0.01438%
I7_Primer_Nextera_XT_Index_Kit_v2_N724	2243	0.01371%
RNA_PCR_Primer_Index_25_(RPI25)	2232	0.01365%
I7_Primer_Nextera_XT_Index_Kit_v2_N716	2129	0.01302%
I7_Primer_Nextera_XT_Index_Kit_v2_N723	2114	0.01292%
I7_Primer_Nextera_XT_Index_Kit_v2_N722	2047	0.01251%
I5_Primer_Nextera_XT_Index_Kit_v2_S522	2029	0.01240%
RNA_PCR_Primer_Index_48_(RPI48)	1921	0.01174%
I7_Primer_Nextera_XT_Index_Kit_v2_N718	1863	0.01139%
RNA_PCR_Primer_Index_37_(RPI37)	1838	0.01124%
RNA_PCR_Primer_Index_30_(RPI30)	1826	0.01116%
RNA_PCR_Primer_Index_20_(RPI20)	1774	0.01085%
TruSeq_Adapter_Index_23	1698	0.01038%
RNA_PCR_Primer_Index_16_(RPI16)	1687	0.01031%
TruSeq_Adapter_Index_18_7	1658	0.01014%
RNA_PCR_Primer_Index_24_(RPI24)	1559	0.00953%
I5_Primer_Nextera_XT_Index_Kit_v2_S510	1557	0.00952%
RNA_PCR_Primer_Index_17_(RPI17)	1446	0.00884%
RNA_PCR_Primer_Index_31_(RPI31)	1423	0.00870%
I7_Primer_Nextera_XT_Index_Kit_v2_N721	1407	0.00860%
TruSeq_Adapter_Index_21	1354	0.00828%
RNA_PCR_Primer_Index_42_(RPI42)	1318	0.00806%
I5_Primer_Nextera_XT_Index_Kit_v2_S521	1273	0.00778%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]505	1218	0.00745%
I7_Primer_Nextera_XT_Index_Kit_v2_N720	1203	0.00735%
I7_Primer_Nextera_XT_Index_Kit_v2_N719	1177	0.00720%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]517	805	0.00492%
RNA_PCR_Primer_Index_21_(RPI21)	788	0.00482%
RNA_PCR_Primer_Index_23_(RPI23)	780	0.00477%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N702	779	0.00476%
TruSeq_Adapter_Index_22	769	0.00470%
I5_Primer_Nextera_XT_Index_Kit_v2_S513	728	0.00445%
I7_Primer_Nextera_XT_Index_Kit_v2_N729	669	0.00409%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N709	538	0.00329%
RNA_PCR_Primer_Index_18_(RPI18)	470	0.00287%
Bisulfite_R1	467	0.00286%
RNA_PCR_Primer_Index_41_(RPI41)	371	0.00227%
RNA_PCR_Primer_Index_22_(RPI22)	339	0.00207%
RNA_RT_Primer_(RTP)_part_#_15013981	327	0.00200%
