#File	results/reads/umis/168_MSI_R1.fastq.gz
#Total	10220479
#Matched	8325976	81.46366%
#Name	Reads	ReadsPct
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]506	3340	0.03268%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N705	3314	0.03243%
RNA_PCR_Primer_Index_40_(RPI40)	3310	0.03239%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]502	3226	0.03156%
RNA_PCR_Primer_Index_34_(RPI34)	3220	0.03151%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]503	3175	0.03107%
RNA_PCR_Primer_Index_36_(RPI36)	3168	0.03100%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N708	3152	0.03084%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]504	3142	0.03074%
TruSeq_Adapter_Index_4	3136	0.03068%
TruSeq_Adapter_Index_25	3038	0.02972%
TruSeq_Adapter_Index_13	2918	0.02855%
RNA_PCR_Primer_Index_28_(RPI28)	2906	0.02843%
RNA_PCR_Primer_Index_1_(RPI1)_2,9	2843	0.02782%
RNA_PCR_Primer_Index_33_(RPI33)	2704	0.02646%
TruSeq_Adapter_Index_19	2693	0.02635%
TruSeq_Adapter_Index_3	2396	0.02344%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]507	2290	0.02241%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N707	2244	0.02196%
TruSeq_Adapter_Index_16	2205	0.02157%
I5_Primer_Nextera_XT_Index_Kit_v2_S511	2191	0.02144%
I7_Primer_Nextera_XT_Index_Kit_v2_N728	2138	0.02092%
RNA_PCR_Primer_Index_14_(RPI14)	2059	0.02015%
I7_Primer_Nextera_XT_Index_Kit_v2_N715	2042	0.01998%
TruSeq_Adapter_Index_7	1943	0.01901%
TruSeq_Adapter_Index_10	1909	0.01868%
RNA_PCR_Primer_Index_15_(RPI15)	1841	0.01801%
TruSeq_Adapter_Index_12	1779	0.01741%
TruSeq_Adapter_Index_9	1773	0.01735%
RNA_PCR_Primer_Index_26_(RPI26)	1716	0.01679%
TruSeq_Adapter_Index_20	1698	0.01661%
TruSeq_Adapter_Index_6	1686	0.01650%
RNA_PCR_Primer_Index_19_(RPI19)	1662	0.01626%
I5_Primer_Nextera_XT_Index_Kit_v2_S520	1620	0.01585%
RNA_PCR_Primer_Index_32_(RPI32)	1562	0.01528%
RNA_PCR_Primer_Index_27_(RPI27)	1559	0.01525%
RNA_PCR_Primer_Index_46_(RPI46)	1520	0.01487%
I7_Primer_Nextera_XT_Index_Kit_v2_N726	1477	0.01445%
I7_Primer_Nextera_XT_Index_Kit_v2_N718	1464	0.01432%
RNA_PCR_Primer_Index_29_(RPI29)	1453	0.01422%
I5_Primer_Nextera_XT_Index_Kit_v2_S518	1390	0.01360%
RNA_PCR_Primer_Index_38_(RPI38)	1369	0.01339%
RNA_PCR_Primer_Index_39_(RPI39)	1336	0.01307%
RNA_PCR_Primer_Index_25_(RPI25)	1330	0.01301%
TruSeq_Adapter_Index_11	1319	0.01291%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N712	1308	0.01280%
RNA_PCR_Primer_Index_47_(RPI47)	1267	0.01240%
TruSeq_Adapter_Index_14	1223	0.01197%
TruSeq_Adapter_Index_18_7	1214	0.01188%
I7_Primer_Nextera_XT_Index_Kit_v2_N722	1182	0.01157%
RNA_PCR_Primer_Index_37_(RPI37)	1063	0.01040%
RNA_PCR_Primer_Index_48_(RPI48)	1018	0.00996%
I7_Primer_Nextera_XT_Index_Kit_v2_N724	1014	0.00992%
I5_Primer_Nextera_XT_Index_Kit_v2_S522	995	0.00974%
RNA_PCR_Primer_Index_16_(RPI16)	930	0.00910%
TruSeq_Adapter_Index_23	927	0.00907%
I7_Primer_Nextera_XT_Index_Kit_v2_N721	914	0.00894%
RNA_PCR_Primer_Index_31_(RPI31)	877	0.00858%
RNA_PCR_Primer_Index_30_(RPI30)	837	0.00819%
TruSeq_Adapter_Index_21	813	0.00795%
RNA_PCR_Primer_Index_20_(RPI20)	781	0.00764%
I7_Primer_Nextera_XT_Index_Kit_v2_N716	745	0.00729%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]505	650	0.00636%
I5_Primer_Nextera_XT_Index_Kit_v2_S510	636	0.00622%
I5_Primer_Nextera_XT_Index_Kit_v2_S521	621	0.00608%
RNA_PCR_Primer_Index_17_(RPI17)	540	0.00528%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N702	535	0.00523%
RNA_PCR_Primer_Index_21_(RPI21)	500	0.00489%
I7_Primer_Nextera_XT_Index_Kit_v2_N723	498	0.00487%
TruSeq_Adapter_Index_2	493	0.00482%
I7_Primer_Nextera_XT_Index_Kit_v2_N720	463	0.00453%
I5_Primer_Nextera_XT_Index_Kit_v2_S513	448	0.00438%
RNA_PCR_Primer_Index_24_(RPI24)	446	0.00436%
Bisulfite_R1	390	0.00382%
RNA_PCR_Primer_Index_42_(RPI42)	388	0.00380%
I7_Primer_Nextera_XT_Index_Kit_v2_N719	368	0.00360%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]517	360	0.00352%
I7_Primer_Nextera_XT_Index_Kit_v2_N729	354	0.00346%
RNA_PCR_Primer_Index_23_(RPI23)	293	0.00287%
TruSeq_Adapter_Index_22	282	0.00276%
RNA_PCR_Primer_Index_18_(RPI18)	252	0.00247%
RNA_PCR_Primer_Index_22_(RPI22)	252	0.00247%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N709	235	0.00230%
RNA_RT_Primer_(RTP)_part_#_15013981	202	0.00198%
RNA_PCR_Primer_Index_41_(RPI41)	111	0.00109%
