#File	results/reads/umis/175_MSI_R1.fastq.gz
#Total	44371804
#Matched	36452105	82.15151%
#Name	Reads	ReadsPct
I7_Primer_Nextera_XT_Index_Kit_v2_N726	8882	0.02002%
RNA_PCR_Primer_Index_19_(RPI19)	8193	0.01846%
RNA_PCR_Primer_Index_38_(RPI38)	8075	0.01820%
TruSeq_Adapter_Index_11	7903	0.01781%
TruSeq_Adapter_Index_9	7863	0.01772%
I7_Primer_Nextera_XT_Index_Kit_v2_N714	7738	0.01744%
RNA_PCR_Primer_Index_46_(RPI46)	7588	0.01710%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N712	7165	0.01615%
TruSeq_Adapter_Index_14	6806	0.01534%
TruSeq_Adapter_Index_2	6733	0.01517%
TruSeq_Adapter_Index_18_7	6727	0.01516%
I7_Primer_Nextera_XT_Index_Kit_v2_N724	6390	0.01440%
RNA_PCR_Primer_Index_25_(RPI25)	6233	0.01405%
RNA_PCR_Primer_Index_47_(RPI47)	6015	0.01356%
I5_Primer_Nextera_XT_Index_Kit_v2_S521	5701	0.01285%
TruSeq_Adapter_Index_16	5298	0.01194%
I5_Primer_Nextera_XT_Index_Kit_v2_S522	5203	0.01173%
TruSeq_Adapter_Index_21	5115	0.01153%
I7_Primer_Nextera_XT_Index_Kit_v2_N716	5043	0.01137%
RNA_PCR_Primer_Index_30_(RPI30)	5015	0.01130%
I7_Primer_Nextera_XT_Index_Kit_v2_N722	4872	0.01098%
RNA_PCR_Primer_Index_20_(RPI20)	4858	0.01095%
TruSeq_Adapter_Index_23	4802	0.01082%
I7_Primer_Nextera_XT_Index_Kit_v2_N721	4726	0.01065%
I7_Primer_Nextera_XT_Index_Kit_v2_N718	4557	0.01027%
RNA_PCR_Primer_Index_24_(RPI24)	4519	0.01018%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]505	4384	0.00988%
RNA_PCR_Primer_Index_42_(RPI42)	4274	0.00963%
RNA_PCR_Primer_Index_16_(RPI16)	4073	0.00918%
RNA_PCR_Primer_Index_48_(RPI48)	4010	0.00904%
I7_Primer_Nextera_XT_Index_Kit_v2_N719	3962	0.00893%
I7_Primer_Nextera_XT_Index_Kit_v2_N723	3944	0.00889%
I5_Primer_Nextera_XT_Index_Kit_v2_S510	3723	0.00839%
RNA_PCR_Primer_Index_17_(RPI17)	3636	0.00819%
RNA_PCR_Primer_Index_37_(RPI37)	3636	0.00819%
RNA_PCR_Primer_Index_21_(RPI21)	3550	0.00800%
RNA_PCR_Primer_Index_31_(RPI31)	3389	0.00764%
RNA_PCR_Primer_Index_23_(RPI23)	2553	0.00575%
I7_Primer_Nextera_XT_Index_Kit_v2_N720	2420	0.00545%
I5_Primer_Nextera_XT_Index_Kit_v2_S513	2232	0.00503%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N702	2192	0.00494%
I7_Primer_Nextera_XT_Index_Kit_v2_N729	1986	0.00448%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N709	1954	0.00440%
TruSeq_Adapter_Index_22	1770	0.00399%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]517	1543	0.00348%
RNA_PCR_Primer_Index_18_(RPI18)	1203	0.00271%
RNA_PCR_Primer_Index_41_(RPI41)	1053	0.00237%
RNA_PCR_Primer_Index_22_(RPI22)	924	0.00208%
Bisulfite_R1	796	0.00179%
RNA_RT_Primer_(RTP)_part_#_15013981	694	0.00156%
