fastq	md5	md5_fq_check
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-226_MSI/bgc-226_MSI_S32_L003_R1_001.fastq.gz	A47F04A90E62DB85B4A01B21720A11E3	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-226_MSI/bgc-226_MSI_S32_L004_R1_001.fastq.gz	BD7ECA3E73A50A1C686EEAB8EF3E98A9	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-115_MSI/bgc-115_MSI_S24_L001_R1_001.fastq.gz	BCC5C74CFF80F12936BD97C3B5DFFBB0	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-115_MSI/bgc-115_MSI_S24_L002_R1_001.fastq.gz	A52FA8CCDB57E825B03D86706B227B01	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-115_MSI/bgc-115_MSI_S24_L003_R1_001.fastq.gz	990C64BCCEDE0C23428E7F1FA502EAC4	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-115_MSI/bgc-115_MSI_S24_L004_R1_001.fastq.gz	68788F1C552FCD6ED4296614F6D0A157	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-120_MSI/bgc-120_MSI_S29_L001_R1_001.fastq.gz	DAA79204EB954B176095CFA0BEBEC0DC	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-120_MSI/bgc-120_MSI_S29_L002_R1_001.fastq.gz	C0D0A8240DE4C96AC9602B81BDDB0EA6	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-120_MSI/bgc-120_MSI_S29_L003_R1_001.fastq.gz	E561DCFA9473DDF107399977E2EF46A6	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-120_MSI/bgc-120_MSI_S29_L004_R1_001.fastq.gz	CB400A7996465BCBDE6B61F05C1AD832	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-121_MSI/bgc-121_MSI_S26_L001_R1_001.fastq.gz	A67C3D01E37C0CB551AE71BCAE174327	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-121_MSI/bgc-121_MSI_S26_L002_R1_001.fastq.gz	D2EA08B34178DA4F2FECF35A00AEDDBB	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-121_MSI/bgc-121_MSI_S26_L003_R1_001.fastq.gz	B7E51A382B766CA4A67E37527A4C3374	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-121_MSI/bgc-121_MSI_S26_L004_R1_001.fastq.gz	3E10C7F33E7D9E0C6D162D86FD68B7D4	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-171_MSI/bgc-171_MSI_S28_L001_R1_001.fastq.gz	ADAAE2B7652801F32644779DE55D4780	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-171_MSI/bgc-171_MSI_S28_L002_R1_001.fastq.gz	E47E6A877B19DC22FE902B25D09CAB1D	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-171_MSI/bgc-171_MSI_S28_L003_R1_001.fastq.gz	995589CA81CF2B036C5B68A79B22F2AE	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-171_MSI/bgc-171_MSI_S28_L004_R1_001.fastq.gz	5D7860C586639EF9A7E9EAF1A4ACF96F	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-173_MSI/bgc-173_MSI_S25_L001_R1_001.fastq.gz	4B69F2D7AD1435A94E48AE5747010798	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-173_MSI/bgc-173_MSI_S25_L002_R1_001.fastq.gz	32C78131893BB626BDF24F4AA0E4CE4D	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-173_MSI/bgc-173_MSI_S25_L003_R1_001.fastq.gz	F2A8C49EDB7F3C2592061221F330C8D9	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-173_MSI/bgc-173_MSI_S25_L004_R1_001.fastq.gz	E16643411FF5A281277701257097C6B3	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-182_MSI/bgc-182_MSI_S27_L001_R1_001.fastq.gz	1511CC15E4596DCB6C8A3E1D34D5DBA7	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-182_MSI/bgc-182_MSI_S27_L002_R1_001.fastq.gz	C0ABA68BDF3F6762B4EBFC4FC91AE725	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-182_MSI/bgc-182_MSI_S27_L003_R1_001.fastq.gz	572C2F0588D09C006A7BB22373D8104A	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-182_MSI/bgc-182_MSI_S27_L004_R1_001.fastq.gz	D3FC17AA9C35A91E14D21A2E008E95F4	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-218_MSI/bgc-218_MSI_S30_L001_R1_001.fastq.gz	64AACAD0F44FC39A4BEB56DB80CF6912	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-218_MSI/bgc-218_MSI_S30_L002_R1_001.fastq.gz	9FF67487401CCDA1C6AEEF90E5AE6D6E	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-218_MSI/bgc-218_MSI_S30_L003_R1_001.fastq.gz	EA77403D4E06D8CA5C70578B48D0AD6E	Passed
/storage/scratch01/users/dcaceres/MSI_RNAseq_Arantxa/RAW/dcaceres_colonRNAseq_250423/bgc-218_MSI/bgc-218_MSI_S30_L004_R1_001.fastq.gz	868679A111CDF4839C98821649B717CD	Passed
