#File	results/reads/umis/226_MSI_R1.fastq.gz
#Total	23275149
#Matched	19301530	82.92763%
#Name	Reads	ReadsPct
I5_Primer_Nextera_XT_Index_Kit_v2_S511	6913	0.02970%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]502	6816	0.02928%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]504	6711	0.02883%
TruSeq_Adapter_Index_20	6371	0.02737%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N707	6235	0.02679%
RNA_PCR_Primer_Index_40_(RPI40)	6154	0.02644%
RNA_PCR_Primer_Index_32_(RPI32)	6118	0.02629%
TruSeq_Adapter_Index_4	6021	0.02587%
TruSeq_Adapter_Index_12	5987	0.02572%
I5_Primer_Nextera_XT_Index_Kit_v2_S518	5812	0.02497%
TruSeq_Adapter_Index_10	5491	0.02359%
I5_Primer_Nextera_XT_Index_Kit_v2_S520	5281	0.02269%
I5_Primer_Nextera_XT_Index_Kit_v2_S516	5245	0.02253%
RNA_PCR_Primer_Index_27_(RPI27)	5235	0.02249%
RNA_PCR_Primer_Index_29_(RPI29)	5115	0.02198%
TruSeq_Adapter_Index_3	5104	0.02193%
TruSeq_Adapter_Index_7	4906	0.02108%
I7_Primer_Nextera_XT_Index_Kit_v2_N715	4727	0.02031%
RNA_PCR_Primer_Index_26_(RPI26)	4658	0.02001%
RNA_PCR_Primer_Index_15_(RPI15)	4482	0.01926%
I7_Primer_Nextera_XT_Index_Kit_v2_N726	4020	0.01727%
RNA_PCR_Primer_Index_46_(RPI46)	3983	0.01711%
RNA_PCR_Primer_Index_39_(RPI39)	3885	0.01669%
RNA_PCR_Primer_Index_19_(RPI19)	3828	0.01645%
TruSeq_Adapter_Index_6	3774	0.01621%
TruSeq_Adapter_Index_9	3764	0.01617%
I7_Primer_Nextera_XT_Index_Kit_v2_N714	3713	0.01595%
RNA_PCR_Primer_Index_38_(RPI38)	3684	0.01583%
TruSeq_Adapter_Index_11	3497	0.01502%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N712	3449	0.01482%
I7_Primer_Nextera_XT_Index_Kit_v2_N722	3053	0.01312%
TruSeq_Adapter_Index_16	2961	0.01272%
TruSeq_Adapter_Index_18_7	2891	0.01242%
I7_Primer_Nextera_XT_Index_Kit_v2_N724	2882	0.01238%
I7_Primer_Nextera_XT_Index_Kit_v2_N719	2739	0.01177%
I7_Primer_Nextera_XT_Index_Kit_v2_N716	2713	0.01166%
RNA_PCR_Primer_Index_47_(RPI47)	2687	0.01154%
TruSeq_Adapter_Index_14	2677	0.01150%
TruSeq_Adapter_Index_21	2606	0.01120%
TruSeq_Adapter_Index_2	2547	0.01094%
TruSeq_Adapter_Index_23	2378	0.01022%
RNA_PCR_Primer_Index_25_(RPI25)	2377	0.01021%
I5_Primer_Nextera_XT_Index_Kit_v2_S522	2375	0.01020%
I7_Primer_Nextera_XT_Index_Kit_v2_N721	2284	0.00981%
RNA_PCR_Primer_Index_37_(RPI37)	2173	0.00934%
I7_Primer_Nextera_XT_Index_Kit_v2_N718	2078	0.00893%
RNA_PCR_Primer_Index_24_(RPI24)	1972	0.00847%
RNA_PCR_Primer_Index_30_(RPI30)	1888	0.00811%
RNA_PCR_Primer_Index_16_(RPI16)	1796	0.00772%
RNA_PCR_Primer_Index_31_(RPI31)	1764	0.00758%
RNA_PCR_Primer_Index_48_(RPI48)	1660	0.00713%
I5_Primer_Nextera_XT_Index_Kit_v2_S510	1650	0.00709%
RNA_PCR_Primer_Index_20_(RPI20)	1641	0.00705%
RNA_PCR_Primer_Index_42_(RPI42)	1634	0.00702%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]505	1559	0.00670%
I7_Primer_Nextera_XT_Index_Kit_v2_N723	1501	0.00645%
RNA_PCR_Primer_Index_21_(RPI21)	1497	0.00643%
I5_Primer_Nextera_XT_Index_Kit_v2_S521	1488	0.00639%
RNA_PCR_Primer_Index_17_(RPI17)	1471	0.00632%
RNA_PCR_Primer_Index_23_(RPI23)	1383	0.00594%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N702	1122	0.00482%
I7_Primer_Nextera_XT_Index_Kit_v2_N720	1113	0.00478%
I7_Primer_Nextera_XT_Index_Kit_v2_N729	901	0.00387%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]517	891	0.00383%
I5_Primer_Nextera_XT_Index_Kit_v2_S513	855	0.00367%
Bisulfite_R1	829	0.00356%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N709	783	0.00336%
TruSeq_Adapter_Index_22	742	0.00319%
RNA_PCR_Primer_Index_41_(RPI41)	436	0.00187%
RNA_PCR_Primer_Index_18_(RPI18)	434	0.00186%
RNA_PCR_Primer_Index_22_(RPI22)	381	0.00164%
RNA_RT_Primer_(RTP)_part_#_15013981	277	0.00119%
