#File	results/reads/umis/195_MSI_R1.fastq.gz
#Total	12456120
#Matched	10192643	81.82839%
#Name	Reads	ReadsPct
TruSeq_Adapter_Index_19	3631	0.02915%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]504	3613	0.02901%
TruSeq_Adapter_Index_10	3434	0.02757%
TruSeq_Adapter_Index_3	3409	0.02737%
RNA_PCR_Primer_Index_32_(RPI32)	3313	0.02660%
TruSeq_Adapter_Index_20	3200	0.02569%
I5_Primer_Nextera_XT_Index_Kit_v2_S520	3151	0.02530%
I5_Primer_Nextera_XT_Index_Kit_v2_S518	3087	0.02478%
TruSeq_Adapter_Index_7	3018	0.02423%
I7_Primer_Nextera_XT_Index_Kit_v2_N715	2999	0.02408%
RNA_PCR_Primer_Index_15_(RPI15)	2991	0.02401%
RNA_PCR_Primer_Index_29_(RPI29)	2983	0.02395%
RNA_PCR_Primer_Index_27_(RPI27)	2825	0.02268%
RNA_PCR_Primer_Index_26_(RPI26)	2775	0.02228%
TruSeq_Adapter_Index_6	2724	0.02187%
RNA_PCR_Primer_Index_39_(RPI39)	2621	0.02104%
TruSeq_Adapter_Index_9	2592	0.02081%
RNA_PCR_Primer_Index_19_(RPI19)	2528	0.02030%
RNA_PCR_Primer_Index_38_(RPI38)	2501	0.02008%
I7_Primer_Nextera_XT_Index_Kit_v2_N714	2412	0.01936%
I7_Primer_Nextera_XT_Index_Kit_v2_N726	2216	0.01779%
RNA_PCR_Primer_Index_37_(RPI37)	2084	0.01673%
I7_Primer_Nextera_XT_Index_Kit_v2_N723	2074	0.01665%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N709	2039	0.01637%
RNA_PCR_Primer_Index_46_(RPI46)	2031	0.01631%
TruSeq_Adapter_Index_2	1968	0.01580%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N712	1810	0.01453%
TruSeq_Adapter_Index_11	1789	0.01436%
RNA_PCR_Primer_Index_47_(RPI47)	1721	0.01382%
I7_Primer_Nextera_XT_Index_Kit_v2_N716	1655	0.01329%
TruSeq_Adapter_Index_16	1641	0.01317%
TruSeq_Adapter_Index_18_7	1605	0.01289%
RNA_PCR_Primer_Index_25_(RPI25)	1591	0.01277%
RNA_PCR_Primer_Index_30_(RPI30)	1586	0.01273%
I7_Primer_Nextera_XT_Index_Kit_v2_N724	1572	0.01262%
TruSeq_Adapter_Index_14	1520	0.01220%
I5_Primer_Nextera_XT_Index_Kit_v2_S522	1479	0.01187%
I7_Primer_Nextera_XT_Index_Kit_v2_N722	1455	0.01168%
TruSeq_Adapter_Index_23	1403	0.01126%
I5_Primer_Nextera_XT_Index_Kit_v2_S510	1375	0.01104%
TruSeq_Adapter_Index_21	1328	0.01066%
RNA_PCR_Primer_Index_16_(RPI16)	1307	0.01049%
I7_Primer_Nextera_XT_Index_Kit_v2_N719	1301	0.01044%
I7_Primer_Nextera_XT_Index_Kit_v2_N721	1291	0.01036%
I7_Primer_Nextera_XT_Index_Kit_v2_N718	1221	0.00980%
RNA_PCR_Primer_Index_42_(RPI42)	1054	0.00846%
RNA_PCR_Primer_Index_24_(RPI24)	1036	0.00832%
RNA_PCR_Primer_Index_31_(RPI31)	1011	0.00812%
RNA_PCR_Primer_Index_48_(RPI48)	1001	0.00804%
RNA_PCR_Primer_Index_17_(RPI17)	943	0.00757%
RNA_PCR_Primer_Index_20_(RPI20)	907	0.00728%
I5_Primer_Nextera_XT_Index_Kit_v2_S521	906	0.00727%
RNA_PCR_Primer_Index_21_(RPI21)	802	0.00644%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]505	798	0.00641%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N702	767	0.00616%
RNA_PCR_Primer_Index_23_(RPI23)	711	0.00571%
I7_Primer_Nextera_XT_Index_Kit_v2_N720	618	0.00496%
I5_Primer_Nextera_XT_Index_Kit_v2_S513	556	0.00446%
RNA_PCR_Primer_Index_41_(RPI41)	490	0.00393%
I7_Primer_Nextera_XT_Index_Kit_v2_N729	485	0.00389%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]517	364	0.00292%
TruSeq_Adapter_Index_22	350	0.00281%
RNA_PCR_Primer_Index_22_(RPI22)	321	0.00258%
RNA_PCR_Primer_Index_18_(RPI18)	299	0.00240%
Bisulfite_R1	257	0.00206%
RNA_RT_Primer_(RTP)_part_#_15013981	104	0.00083%
