#File	results/reads/umis/115_MSI_R1.fastq.gz
#Total	8774373
#Matched	7086282	80.76112%
#Name	Reads	ReadsPct
TruSeq_Adapter_Index_12	1082	0.01233%
TruSeq_Adapter_Index_25	1057	0.01205%
RNA_PCR_Primer_Index_40_(RPI40)	999	0.01139%
RNA_PCR_Primer_Index_32_(RPI32)	995	0.01134%
TruSeq_Adapter_Index_7	991	0.01129%
RNA_PCR_Primer_Index_26_(RPI26)	937	0.01068%
I7_Primer_Nextera_XT_Index_Kit_v2_N724	934	0.01064%
I7_Primer_Nextera_XT_Index_Kit_v2_N716	917	0.01045%
RNA_PCR_Primer_Index_16_(RPI16)	886	0.01010%
I7_Primer_Nextera_XT_Index_Kit_v2_N715	885	0.01009%
TruSeq_Adapter_Index_10	875	0.00997%
TruSeq_Adapter_Index_18_7	870	0.00992%
RNA_PCR_Primer_Index_39_(RPI39)	830	0.00946%
RNA_PCR_Primer_Index_27_(RPI27)	812	0.00925%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]507	798	0.00909%
I7_Primer_Nextera_XT_Index_Kit_v2_N726	778	0.00887%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N712	762	0.00868%
TruSeq_Adapter_Index_4	753	0.00858%
I5_Primer_Nextera_XT_Index_Kit_v2_S510	727	0.00829%
RNA_PCR_Primer_Index_19_(RPI19)	695	0.00792%
I5_Primer_Nextera_XT_Index_Kit_v2_S513	689	0.00785%
I7_Primer_Nextera_XT_Index_Kit_v2_N722	685	0.00781%
TruSeq_Adapter_Index_21	676	0.00770%
RNA_PCR_Primer_Index_29_(RPI29)	643	0.00733%
RNA_PCR_Primer_Index_47_(RPI47)	635	0.00724%
RNA_PCR_Primer_Index_24_(RPI24)	607	0.00692%
RNA_PCR_Primer_Index_37_(RPI37)	551	0.00628%
TruSeq_Adapter_Index_23	551	0.00628%
RNA_PCR_Primer_Index_46_(RPI46)	538	0.00613%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]504	516	0.00588%
RNA_PCR_Primer_Index_21_(RPI21)	460	0.00524%
RNA_PCR_Primer_Index_38_(RPI38)	459	0.00523%
RNA_PCR_Primer_Index_48_(RPI48)	440	0.00501%
TruSeq_Adapter_Index_2	431	0.00491%
I7_Primer_Nextera_XT_Index_Kit_v2_N721	428	0.00488%
RNA_PCR_Primer_Index_20_(RPI20)	415	0.00473%
RNA_PCR_Primer_Index_15_(RPI15)	414	0.00472%
I7_Primer_Nextera_XT_Index_Kit_v2_N723	413	0.00471%
I5_Primer_Nextera_XT_Index_Kit_v2_S521	386	0.00440%
I7_Primer_Nextera_XT_Index_Kit_v2_N719	371	0.00423%
I5_Primer_Nextera_XT_Index_Kit_v2_S520	369	0.00421%
I7_Primer_Nextera_XT_Index_Kit_v2_N729	353	0.00402%
TruSeq_Adapter_Index_22	290	0.00331%
RNA_PCR_Primer_Index_23_(RPI23)	283	0.00323%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N702	281	0.00320%
TruSeq_Adapter_Index_14	268	0.00305%
RNA_PCR_Primer_Index_42_(RPI42)	253	0.00288%
I5_Primer_Nextera_XT_Index_Kit_v2_S522	250	0.00285%
RNA_PCR_Primer_Index_30_(RPI30)	245	0.00279%
Bisulfite_R1	235	0.00268%
I7_Primer_Nextera_XT_Index_Kit_v2_N720	230	0.00262%
RNA_PCR_Primer_Index_41_(RPI41)	200	0.00228%
RNA_PCR_Primer_Index_31_(RPI31)	195	0.00222%
RNA_PCR_Primer_Index_25_(RPI25)	185	0.00211%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N709	175	0.00199%
RNA_PCR_Primer_Index_18_(RPI18)	156	0.00178%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]517	147	0.00168%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]505	116	0.00132%
RNA_PCR_Primer_Index_22_(RPI22)	111	0.00127%
RNA_PCR_Primer_Index_17_(RPI17)	66	0.00075%
RNA_RT_Primer_(RTP)_part_#_15013981	12	0.00014%
