#File	results/reads/umis/183_MSI_R1.fastq.gz
#Total	13837395
#Matched	11598916	83.82297%
#Name	Reads	ReadsPct
TruSeq_Adapter_Index_15	6170	0.04459%
TruSeq_Adapter_Index_19	5051	0.03650%
I7_Primer_Nextera_XT_Index_Kit_v2_N714	5036	0.03639%
TruSeq_Adapter_Index_8	4642	0.03355%
RNA_PCR_Primer_Index_36_(RPI36)	4472	0.03232%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N705	4290	0.03100%
I5_Primer_Nextera_XT_Index_Kit_v2_S515	4130	0.02985%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]508	4066	0.02938%
TruSeq_Adapter_Index_5	3619	0.02615%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N708	3515	0.02540%
I5_Primer_Nextera_XT_Index_Kit_v2_S511	3339	0.02413%
TruSeq_Adapter_Index_25	3202	0.02314%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]503	3167	0.02289%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]506	3101	0.02241%
RNA_PCR_Primer_Index_13_(RPI13)	2997	0.02166%
RNA_PCR_Primer_Index_28_(RPI28)	2992	0.02162%
TruSeq_Adapter_Index_13	2884	0.02084%
TruSeq_Adapter_Index_20	2857	0.02065%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]502	2843	0.02055%
RNA_PCR_Primer_Index_29_(RPI29)	2600	0.01879%
RNA_PCR_Primer_Index_44_(RPI44)	2588	0.01870%
I7_Primer_Nextera_XT_Index_Kit_v2_N728	2582	0.01866%
RNA_PCR_Primer_Index_34_(RPI34)	2560	0.01850%
RNA_PCR_Primer_Index_33_(RPI33)	2545	0.01839%
RNA_PCR_Primer_Index_40_(RPI40)	2476	0.01789%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N707	2467	0.01783%
TruSeq_Adapter_Index_16	2436	0.01760%
RNA_PCR_Primer_Index_14_(RPI14)	2377	0.01718%
I7_Primer_Nextera_XT_Index_Kit_v2_N715	2285	0.01651%
TruSeq_Adapter_Index_3	2283	0.01650%
TruSeq_Adapter_Index_12	2279	0.01647%
I7_Primer_Nextera_XT_Index_Kit_v2_N716	2236	0.01616%
I7_Primer_Nextera_XT_Index_Kit_v2_N724	2170	0.01568%
RNA_PCR_Primer_Index_32_(RPI32)	2153	0.01556%
RNA_PCR_Primer_Index_1_(RPI1)_2,9	2025	0.01463%
TruSeq_Adapter_Index_4	1984	0.01434%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]504	1934	0.01398%
TruSeq_Adapter_Index_9	1883	0.01361%
RNA_PCR_Primer_Index_15_(RPI15)	1844	0.01333%
TruSeq_Adapter_Index_6	1791	0.01294%
RNA_PCR_Primer_Index_27_(RPI27)	1726	0.01247%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]507	1631	0.01179%
TruSeq_Adapter_Index_10	1574	0.01137%
TruSeq_Adapter_Index_11	1497	0.01082%
RNA_PCR_Primer_Index_19_(RPI19)	1429	0.01033%
I7_Primer_Nextera_XT_Index_Kit_v2_N726	1399	0.01011%
RNA_PCR_Primer_Index_39_(RPI39)	1385	0.01001%
RNA_PCR_Primer_Index_38_(RPI38)	1369	0.00989%
TruSeq_Adapter_Index_7	1333	0.00963%
RNA_PCR_Primer_Index_47_(RPI47)	1309	0.00946%
RNA_PCR_Primer_Index_26_(RPI26)	1274	0.00921%
TruSeq_Adapter_Index_18_7	1226	0.00886%
RNA_PCR_Primer_Index_46_(RPI46)	1214	0.00877%
RNA_PCR_Primer_Index_48_(RPI48)	1184	0.00856%
I5_Primer_Nextera_XT_Index_Kit_v2_S518	1181	0.00853%
RNA_PCR_Primer_Index_25_(RPI25)	1163	0.00840%
I7_Primer_Nextera_XT_Index_Kit_v2_N718	1091	0.00788%
I5_Primer_Nextera_XT_Index_Kit_v2_S520	1048	0.00757%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N712	1040	0.00752%
TruSeq_Adapter_Index_14	995	0.00719%
TruSeq_Adapter_Index_2	981	0.00709%
I7_Primer_Nextera_XT_Index_Kit_v2_N721	883	0.00638%
TruSeq_Adapter_Index_21	874	0.00632%
RNA_PCR_Primer_Index_16_(RPI16)	852	0.00616%
RNA_PCR_Primer_Index_30_(RPI30)	847	0.00612%
I7_Primer_Nextera_XT_Index_Kit_v2_N723	793	0.00573%
RNA_PCR_Primer_Index_21_(RPI21)	774	0.00559%
I5_Primer_Nextera_XT_Index_Kit_v2_S521	748	0.00541%
I7_Primer_Nextera_XT_Index_Kit_v2_N719	740	0.00535%
TruSeq_Adapter_Index_23	677	0.00489%
I7_Primer_Nextera_XT_Index_Kit_v2_N722	670	0.00484%
RNA_PCR_Primer_Index_31_(RPI31)	592	0.00428%
RNA_PCR_Primer_Index_17_(RPI17)	587	0.00424%
RNA_PCR_Primer_Index_24_(RPI24)	586	0.00423%
I5_Primer_Nextera_XT_Index_Kit_v2_S510	585	0.00423%
I5_Primer_Nextera_XT_Index_Kit_v2_S522	568	0.00410%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]517	545	0.00394%
RNA_PCR_Primer_Index_20_(RPI20)	539	0.00390%
I7_Primer_Nextera_XT_Index_Kit_v2_N720	517	0.00374%
RNA_PCR_Primer_Index_42_(RPI42)	482	0.00348%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N702	477	0.00345%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]505	461	0.00333%
RNA_PCR_Primer_Index_37_(RPI37)	428	0.00309%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N709	414	0.00299%
I7_Primer_Nextera_XT_Index_Kit_v2_N729	404	0.00292%
RNA_PCR_Primer_Index_23_(RPI23)	403	0.00291%
RNA_PCR_Primer_Index_18_(RPI18)	288	0.00208%
TruSeq_Adapter_Index_22	269	0.00194%
RNA_PCR_Primer_Index_41_(RPI41)	257	0.00186%
I5_Primer_Nextera_XT_Index_Kit_v2_S513	230	0.00166%
RNA_RT_Primer_(RTP)_part_#_15013981	184	0.00133%
Bisulfite_R1	172	0.00124%
RNA_PCR_Primer_Index_22_(RPI22)	172	0.00124%
