#File	results/reads/umis/56_MSI_R1.fastq.gz
#Total	11884098
#Matched	9309136	78.33271%
#Name	Reads	ReadsPct
RNA_PCR_Primer_Index_1_(RPI1)_2,9	5088	0.04281%
RNA_PCR_Primer_Index_28_(RPI28)	4956	0.04170%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]503	4856	0.04086%
RNA_PCR_Primer_Index_14_(RPI14)	4646	0.03909%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]508	4624	0.03891%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]502	4614	0.03882%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N708	4559	0.03836%
I5_Primer_Nextera_XT_Index_Kit_v2_S518	4406	0.03707%
TruSeq_Adapter_Index_12	4245	0.03572%
I7_Primer_Nextera_XT_Index_Kit_v2_N728	4008	0.03373%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]504	3870	0.03256%
RNA_PCR_Primer_Index_40_(RPI40)	3739	0.03146%
TruSeq_Adapter_Index_10	3607	0.03035%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N707	3590	0.03021%
TruSeq_Adapter_Index_4	3588	0.03019%
I5_Primer_Nextera_XT_Index_Kit_v2_S520	3348	0.02817%
I5_Primer_Nextera_XT_Index_Kit_v2_S516	3203	0.02695%
RNA_PCR_Primer_Index_27_(RPI27)	3181	0.02677%
TruSeq_Adapter_Index_7	3171	0.02668%
TruSeq_Adapter_Index_3	3160	0.02659%
I5_Primer_Nextera_XT_Index_Kit_v2_S511	3081	0.02593%
RNA_PCR_Primer_Index_39_(RPI39)	3063	0.02577%
RNA_PCR_Primer_Index_32_(RPI32)	3028	0.02548%
RNA_PCR_Primer_Index_29_(RPI29)	3006	0.02529%
I7_Primer_Nextera_XT_Index_Kit_v2_N715	2868	0.02413%
TruSeq_Adapter_Index_21	2835	0.02386%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N705	2809	0.02364%
TruSeq_Adapter_Index_20	2786	0.02344%
RNA_PCR_Primer_Index_26_(RPI26)	2741	0.02306%
RNA_PCR_Primer_Index_15_(RPI15)	2653	0.02232%
RNA_PCR_Primer_Index_19_(RPI19)	2632	0.02215%
RNA_PCR_Primer_Index_33_(RPI33)	2362	0.01988%
TruSeq_Adapter_Index_9	2335	0.01965%
RNA_PCR_Primer_Index_46_(RPI46)	2329	0.01960%
I7_Primer_Nextera_XT_Index_Kit_v2_N726	2326	0.01957%
RNA_PCR_Primer_Index_38_(RPI38)	2285	0.01923%
I7_Primer_Nextera_XT_Index_Kit_v2_N714	2135	0.01797%
RNA_PCR_Primer_Index_47_(RPI47)	2131	0.01793%
TruSeq_Adapter_Index_19	2121	0.01785%
TruSeq_Adapter_Index_6	2114	0.01779%
I7_Primer_Nextera_XT_Index_Kit_v2_N716	2094	0.01762%
TruSeq_Adapter_Index_2	1950	0.01641%
I5_Primer_Nextera_XT_Index_Kit_v2_S522	1896	0.01595%
I7_Primer_Nextera_XT_Index_Kit_v2_N722	1799	0.01514%
TruSeq_Adapter_Index_11	1794	0.01510%
RNA_PCR_Primer_Index_25_(RPI25)	1760	0.01481%
TruSeq_Adapter_Index_14	1715	0.01443%
TruSeq_Adapter_Index_18_7	1694	0.01425%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N712	1558	0.01311%
I5_Primer_Nextera_XT_Index_Kit_v2_S510	1529	0.01287%
I7_Primer_Nextera_XT_Index_Kit_v2_N724	1483	0.01248%
TruSeq_Adapter_Index_16	1307	0.01100%
I7_Primer_Nextera_XT_Index_Kit_v2_N719	1269	0.01068%
RNA_PCR_Primer_Index_42_(RPI42)	1240	0.01043%
TruSeq_Adapter_Index_23	1221	0.01027%
RNA_PCR_Primer_Index_16_(RPI16)	1217	0.01024%
RNA_PCR_Primer_Index_20_(RPI20)	1197	0.01007%
RNA_PCR_Primer_Index_17_(RPI17)	1185	0.00997%
RNA_PCR_Primer_Index_24_(RPI24)	1184	0.00996%
RNA_PCR_Primer_Index_37_(RPI37)	1166	0.00981%
RNA_PCR_Primer_Index_30_(RPI30)	1157	0.00974%
I7_Primer_Nextera_XT_Index_Kit_v2_N721	1128	0.00949%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]505	1019	0.00857%
I5_Primer_Nextera_XT_Index_Kit_v2_S521	1005	0.00846%
Bisulfite_R1	920	0.00774%
RNA_PCR_Primer_Index_48_(RPI48)	891	0.00750%
I7_Primer_Nextera_XT_Index_Kit_v2_N718	886	0.00746%
RNA_PCR_Primer_Index_31_(RPI31)	851	0.00716%
I7_Primer_Nextera_XT_Index_Kit_v2_N723	850	0.00715%
RNA_PCR_Primer_Index_21_(RPI21)	660	0.00555%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N702	625	0.00526%
I7_Primer_Nextera_XT_Index_Kit_v2_N720	553	0.00465%
RNA_PCR_Primer_Index_23_(RPI23)	539	0.00454%
I7_Primer_Nextera_XT_Index_Kit_v2_N729	516	0.00434%
I5_Primer_Nextera_XT_Index_Kit_v2_S513	495	0.00417%
TruSeq_Adapter_Index_22	471	0.00396%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]517	421	0.00354%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N709	392	0.00330%
RNA_PCR_Primer_Index_18_(RPI18)	303	0.00255%
RNA_PCR_Primer_Index_41_(RPI41)	284	0.00239%
RNA_PCR_Primer_Index_22_(RPI22)	203	0.00171%
RNA_RT_Primer_(RTP)_part_#_15013981	126	0.00106%
