#File	results/reads/umis/162_MSI_R1.fastq.gz
#Total	12014492
#Matched	11966834	99.60333%
#Name	Reads	ReadsPct
RNA_PCR_Primer_Index_35_(RPI35)	133	0.00111%
I7_Primer_Nextera_XT_Index_Kit_v2_N720	131	0.00109%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]503	129	0.00107%
RNA_PCR_Primer_Index_27_(RPI27)	129	0.00107%
RNA_PCR_Primer_Index_31_(RPI31)	128	0.00107%
I7_Primer_Nextera_XT_Index_Kit_v2_N727	118	0.00098%
TruSeq_Adapter_Index_2	116	0.00097%
RNA_PCR_Primer_Index_46_(RPI46)	113	0.00094%
TruSeq_Adapter_Index_25	107	0.00089%
RNA_PCR_Primer_Index_45_(RPI45)	106	0.00088%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]508	104	0.00087%
RNA_PCR_Primer_Index_44_(RPI44)	103	0.00086%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N703	102	0.00085%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N711	83	0.00069%
RNA_PCR_Primer_Index_39_(RPI39)	83	0.00069%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N708	80	0.00067%
RNA_PCR_Primer_Index_15_(RPI15)	78	0.00065%
RNA_PCR_Primer_Index_36_(RPI36)	73	0.00061%
I5_Primer_Nextera_XT_Index_Kit_v2_S518	71	0.00059%
I5_Primer_Nextera_XT_Index_Kit_v2_S510	69	0.00057%
RNA_PCR_Primer_Index_17_(RPI17)	66	0.00055%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]505	65	0.00054%
I5_Primer_Nextera_XT_Index_Kit_v2_S513	63	0.00052%
TruSeq_Adapter_Index_12	61	0.00051%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N712	59	0.00049%
I5_Primer_Nextera_XT_Index_Kit_v2_S522	54	0.00045%
I7_Primer_Nextera_XT_Index_Kit_v2_N718	52	0.00043%
RNA_PCR_Primer_Index_19_(RPI19)	52	0.00043%
RNA_PCR_Primer_Index_18_(RPI18)	50	0.00042%
I7_Primer_Nextera_XT_Index_Kit_v2_N728	49	0.00041%
TruSeq_Adapter_Index_9	48	0.00040%
RNA_PCR_Primer_Index_13_(RPI13)	47	0.00039%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]502	45	0.00037%
I7_Primer_Nextera_XT_Index_Kit_v2_N722	44	0.00037%
RNA_PCR_Primer_Index_38_(RPI38)	43	0.00036%
RNA_PCR_Primer_Index_40_(RPI40)	42	0.00035%
RNA_PCR_Primer_Index_47_(RPI47)	42	0.00035%
TruSeq_Adapter_Index_14	41	0.00034%
RNA_PCR_Primer_Index_25_(RPI25)	38	0.00032%
RNA_PCR_Primer_Index_42_(RPI42)	38	0.00032%
TruSeq_Adapter_Index_20	35	0.00029%
RNA_PCR_Primer_Index_21_(RPI21)	33	0.00027%
RNA_PCR_Primer_Index_26_(RPI26)	33	0.00027%
TruSeq_Adapter_Index_4	33	0.00027%
I5_Primer_Nextera_XT_Index_Kit_v2_S521	31	0.00026%
TruSeq_Adapter_Index_7	30	0.00025%
RNA_PCR_Primer_Index_14_(RPI14)	26	0.00022%
TruSeq_Adapter_Index_18_7	25	0.00021%
TruSeq_Adapter_Index_21	24	0.00020%
RNA_PCR_Primer_Index_37_(RPI37)	22	0.00018%
TruSeq_Adapter_Index_10	21	0.00017%
RNA_PCR_Primer_Index_32_(RPI32)	19	0.00016%
TruSeq_Adapter_Index_6	16	0.00013%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]507	15	0.00012%
TruSeq_Adapter_Index_5	15	0.00012%
I7_Primer_Nextera_XT_Index_Kit_v2_N726	11	0.00009%
I7_Primer_Nextera_XT_Index_Kit_v2_N724	10	0.00008%
I7_Primer_Nextera_XT_Index_Kit_v2_N714	9	0.00007%
I7_Primer_Nextera_XT_Index_Kit_v2_N719	9	0.00007%
I7_Primer_Nextera_XT_Index_Kit_v2_N723	9	0.00007%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N702	7	0.00006%
RNA_PCR_Primer_Index_29_(RPI29)	7	0.00006%
TruSeq_Adapter_Index_23	7	0.00006%
I7_Primer_Nextera_XT_Index_Kit_v2_N716	6	0.00005%
RNA_PCR_Primer_Index_23_(RPI23)	6	0.00005%
TruSeq_Adapter_Index_11	6	0.00005%
I5_Primer_Nextera_XT_Index_Kit_v2_S515	5	0.00004%
RNA_PCR_Primer_Index_22_(RPI22)	4	0.00003%
RNA_PCR_Primer_Index_30_(RPI30)	4	0.00003%
I7_Primer_Nextera_XT_Index_Kit_v2_N721	3	0.00002%
RNA_PCR_Primer_Index_16_(RPI16)	3	0.00002%
RNA_PCR_Primer_Index_20_(RPI20)	3	0.00002%
RNA_PCR_Primer_Index_34_(RPI34)	3	0.00002%
TruSeq_Adapter_Index_19	3	0.00002%
I7_Primer_Nextera_XT_Index_Kit_v2_N729	2	0.00002%
I5_Primer_Nextera_XT_Index_Kit_v2_S520	1	0.00001%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N709	1	0.00001%
RNA_PCR_Primer_Index_24_(RPI24)	1	0.00001%
RNA_PCR_Primer_Index_48_(RPI48)	1	0.00001%
