#File	results/reads/umis/173_MSI_R1.fastq.gz
#Total	17588492
#Matched	14359613	81.64209%
#Name	Reads	ReadsPct
TruSeq_Adapter_Index_19	3999	0.02274%
RNA_PCR_Primer_Index_39_(RPI39)	3954	0.02248%
RNA_PCR_Primer_Index_19_(RPI19)	3582	0.02037%
RNA_PCR_Primer_Index_38_(RPI38)	3551	0.02019%
TruSeq_Adapter_Index_6	3515	0.01998%
I7_Primer_Nextera_XT_Index_Kit_v2_N726	3371	0.01917%
I7_Primer_Nextera_XT_Index_Kit_v2_N714	3261	0.01854%
TruSeq_Adapter_Index_9	3253	0.01850%
RNA_PCR_Primer_Index_46_(RPI46)	3156	0.01794%
TruSeq_Adapter_Index_11	3063	0.01741%
TruSeq_Adapter_Index_14	2826	0.01607%
TruSeq_Adapter_Index_2	2498	0.01420%
I7_Primer_Nextera_XT_Index_Kit_v2_N724	2453	0.01395%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N712	2335	0.01328%
I7_Primer_Nextera_XT_Index_Kit_v2_N722	2275	0.01293%
I5_Primer_Nextera_XT_Index_Kit_v2_S522	2262	0.01286%
RNA_PCR_Primer_Index_25_(RPI25)	2255	0.01282%
RNA_PCR_Primer_Index_47_(RPI47)	2249	0.01279%
RNA_PCR_Primer_Index_37_(RPI37)	2192	0.01246%
TruSeq_Adapter_Index_18_7	2157	0.01226%
TruSeq_Adapter_Index_16	2106	0.01197%
TruSeq_Adapter_Index_23	2064	0.01173%
RNA_PCR_Primer_Index_30_(RPI30)	1977	0.01124%
I7_Primer_Nextera_XT_Index_Kit_v2_N716	1948	0.01108%
TruSeq_Adapter_Index_21	1884	0.01071%
RNA_PCR_Primer_Index_17_(RPI17)	1875	0.01066%
RNA_PCR_Primer_Index_42_(RPI42)	1815	0.01032%
RNA_PCR_Primer_Index_20_(RPI20)	1785	0.01015%
I7_Primer_Nextera_XT_Index_Kit_v2_N721	1747	0.00993%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]505	1746	0.00993%
RNA_PCR_Primer_Index_24_(RPI24)	1711	0.00973%
I7_Primer_Nextera_XT_Index_Kit_v2_N718	1591	0.00905%
I5_Primer_Nextera_XT_Index_Kit_v2_S510	1573	0.00894%
RNA_PCR_Primer_Index_16_(RPI16)	1547	0.00880%
RNA_PCR_Primer_Index_21_(RPI21)	1533	0.00872%
I5_Primer_Nextera_XT_Index_Kit_v2_S521	1451	0.00825%
I7_Primer_Nextera_XT_Index_Kit_v2_N719	1434	0.00815%
I7_Primer_Nextera_XT_Index_Kit_v2_N723	1428	0.00812%
RNA_PCR_Primer_Index_48_(RPI48)	1366	0.00777%
RNA_PCR_Primer_Index_31_(RPI31)	1262	0.00718%
I7_Primer_Nextera_XT_Index_Kit_v2_N720	1000	0.00569%
RNA_PCR_Primer_Index_23_(RPI23)	988	0.00562%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N702	931	0.00529%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N709	816	0.00464%
I5_Primer_Nextera_XT_Index_Kit_v2_S513	783	0.00445%
TruSeq_Adapter_Index_22	782	0.00445%
I7_Primer_Nextera_XT_Index_Kit_v2_N729	763	0.00434%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]517	636	0.00362%
RNA_PCR_Primer_Index_41_(RPI41)	546	0.00310%
RNA_PCR_Primer_Index_18_(RPI18)	483	0.00275%
Bisulfite_R1	340	0.00193%
RNA_PCR_Primer_Index_22_(RPI22)	296	0.00168%
RNA_RT_Primer_(RTP)_part_#_15013981	276	0.00157%
