#File	results/reads/umis/218_MSI_R1.fastq.gz
#Total	15479813
#Matched	12879942	83.20476%
#Name	Reads	ReadsPct
TruSeq_Adapter_Index_6	2765	0.01786%
RNA_PCR_Primer_Index_38_(RPI38)	2706	0.01748%
RNA_PCR_Primer_Index_19_(RPI19)	2645	0.01709%
I7_Primer_Nextera_XT_Index_Kit_v2_N726	2592	0.01674%
TruSeq_Adapter_Index_9	2511	0.01622%
I7_Primer_Nextera_XT_Index_Kit_v2_N714	2430	0.01570%
RNA_PCR_Primer_Index_46_(RPI46)	2255	0.01457%
RNA_PCR_Primer_Index_47_(RPI47)	2251	0.01454%
TruSeq_Adapter_Index_2	2199	0.01421%
I7_Primer_Nextera_XT_Index_Kit_v2_N716	2154	0.01391%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N712	2122	0.01371%
TruSeq_Adapter_Index_11	2100	0.01357%
TruSeq_Adapter_Index_14	2000	0.01292%
RNA_PCR_Primer_Index_25_(RPI25)	1883	0.01216%
I7_Primer_Nextera_XT_Index_Kit_v2_N722	1861	0.01202%
TruSeq_Adapter_Index_16	1718	0.01110%
I7_Primer_Nextera_XT_Index_Kit_v2_N724	1706	0.01102%
I5_Primer_Nextera_XT_Index_Kit_v2_S522	1684	0.01088%
TruSeq_Adapter_Index_18_7	1611	0.01041%
I7_Primer_Nextera_XT_Index_Kit_v2_N719	1565	0.01011%
TruSeq_Adapter_Index_23	1565	0.01011%
RNA_PCR_Primer_Index_16_(RPI16)	1476	0.00953%
I7_Primer_Nextera_XT_Index_Kit_v2_N721	1468	0.00948%
RNA_PCR_Primer_Index_42_(RPI42)	1318	0.00851%
RNA_PCR_Primer_Index_17_(RPI17)	1307	0.00844%
RNA_PCR_Primer_Index_20_(RPI20)	1297	0.00838%
RNA_PCR_Primer_Index_48_(RPI48)	1257	0.00812%
TruSeq_Adapter_Index_21	1224	0.00791%
I5_Primer_Nextera_XT_Index_Kit_v2_S521	1223	0.00790%
I7_Primer_Nextera_XT_Index_Kit_v2_N718	1213	0.00784%
I5_Primer_Nextera_XT_Index_Kit_v2_S510	1210	0.00782%
RNA_PCR_Primer_Index_30_(RPI30)	1160	0.00749%
RNA_PCR_Primer_Index_31_(RPI31)	1115	0.00720%
RNA_PCR_Primer_Index_24_(RPI24)	1105	0.00714%
RNA_PCR_Primer_Index_37_(RPI37)	1078	0.00696%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]505	952	0.00615%
RNA_PCR_Primer_Index_21_(RPI21)	947	0.00612%
I7_Primer_Nextera_XT_Index_Kit_v2_N720	911	0.00589%
I7_Primer_Nextera_XT_Index_Kit_v2_N723	901	0.00582%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N702	762	0.00492%
RNA_PCR_Primer_Index_23_(RPI23)	698	0.00451%
I5_Primer_Nextera_XT_Index_Kit_v2_S513	644	0.00416%
I7_Primer_Nextera_XT_Index_Kit_v2_N729	585	0.00378%
TruSeq_Adapter_Index_22	502	0.00324%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]517	454	0.00293%
Bisulfite_R1	386	0.00249%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N709	363	0.00234%
RNA_PCR_Primer_Index_41_(RPI41)	356	0.00230%
RNA_PCR_Primer_Index_22_(RPI22)	270	0.00174%
RNA_PCR_Primer_Index_18_(RPI18)	250	0.00162%
RNA_RT_Primer_(RTP)_part_#_15013981	186	0.00120%
