#File	results/reads/umis/167_MSI_R1.fastq.gz
#Total	17828184
#Matched	14565568	81.69967%
#Name	Reads	ReadsPct
RNA_PCR_Primer_Index_42_(RPI42)	1818	0.01020%
RNA_PCR_Primer_Index_37_(RPI37)	1762	0.00988%
RNA_PCR_Primer_Index_24_(RPI24)	1719	0.00964%
I5_Primer_Nextera_XT_Index_Kit_v2_S521	1696	0.00951%
RNA_PCR_Primer_Index_20_(RPI20)	1691	0.00948%
I5_Primer_Nextera_XT_Index_Kit_v2_S510	1663	0.00933%
TruSeq_Adapter_Index_21	1610	0.00903%
I7_Primer_Nextera_XT_Index_Kit_v2_N719	1535	0.00861%
RNA_PCR_Primer_Index_21_(RPI21)	1535	0.00861%
RNA_PCR_Primer_Index_48_(RPI48)	1525	0.00855%
RNA_PCR_Primer_Index_31_(RPI31)	1480	0.00830%
RNA_PCR_Primer_Index_17_(RPI17)	1474	0.00827%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]505	1437	0.00806%
I7_Primer_Nextera_XT_Index_Kit_v2_N723	1386	0.00777%
I7_Primer_Nextera_XT_Index_Kit_v2_N720	1219	0.00684%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N702	1150	0.00645%
RNA_PCR_Primer_Index_23_(RPI23)	985	0.00552%
I5_Primer_Nextera_XT_Index_Kit_v2_S513	916	0.00514%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N709	877	0.00492%
I7_Primer_Nextera_XT_Index_Kit_v2_N729	865	0.00485%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]517	767	0.00430%
TruSeq_Adapter_Index_22	739	0.00415%
RNA_PCR_Primer_Index_18_(RPI18)	517	0.00290%
RNA_PCR_Primer_Index_41_(RPI41)	389	0.00218%
Bisulfite_R1	375	0.00210%
RNA_PCR_Primer_Index_22_(RPI22)	328	0.00184%
RNA_RT_Primer_(RTP)_part_#_15013981	262	0.00147%
