#File	results/reads/umis/184_MSI_R1.fastq.gz
#Total	20640726
#Matched	15856109	76.81953%
#Name	Reads	ReadsPct
RNA_PCR_Primer_Index_15_(RPI15)	3398	0.01646%
TruSeq_Adapter_Index_16	3366	0.01631%
I5_Primer_Nextera_XT_Index_Kit_v2_S520	3183	0.01542%
RNA_PCR_Primer_Index_47_(RPI47)	3082	0.01493%
RNA_PCR_Primer_Index_19_(RPI19)	3033	0.01469%
I7_Primer_Nextera_XT_Index_Kit_v2_N716	3017	0.01462%
I5_Primer_Nextera_XT_Index_Kit_v2_S522	2893	0.01402%
RNA_PCR_Primer_Index_46_(RPI46)	2763	0.01339%
TruSeq_Adapter_Index_18_7	2408	0.01167%
TruSeq_Adapter_Index_14	2373	0.01150%
TruSeq_Adapter_Index_2	2365	0.01146%
RNA_PCR_Primer_Index_16_(RPI16)	2325	0.01126%
I7_Primer_Nextera_XT_Index_Kit_v2_N724	2265	0.01097%
RNA_PCR_Primer_Index_25_(RPI25)	2117	0.01026%
I7_Primer_Nextera_XT_Index_Kit_v2_N722	2095	0.01015%
RNA_PCR_Primer_Index_30_(RPI30)	2091	0.01013%
I7_Primer_Nextera_XT_Index_Kit_v2_N718	2068	0.01002%
RNA_PCR_Primer_Index_48_(RPI48)	2033	0.00985%
I7_Primer_Nextera_XT_Index_Kit_v2_N723	2014	0.00976%
RNA_PCR_Primer_Index_37_(RPI37)	1911	0.00926%
I7_Primer_Nextera_XT_Index_Kit_v2_N721	1761	0.00853%
TruSeq_Adapter_Index_21	1732	0.00839%
I5_Primer_Nextera_XT_Index_Kit_v2_S510	1697	0.00822%
RNA_PCR_Primer_Index_24_(RPI24)	1680	0.00814%
TruSeq_Adapter_Index_23	1622	0.00786%
RNA_PCR_Primer_Index_20_(RPI20)	1524	0.00738%
Bisulfite_R1	1462	0.00708%
I7_Primer_Nextera_XT_Index_Kit_v2_N719	1418	0.00687%
RNA_PCR_Primer_Index_17_(RPI17)	1374	0.00666%
RNA_PCR_Primer_Index_31_(RPI31)	1365	0.00661%
I5_Primer_Nextera_XT_Index_Kit_v2_S521	1363	0.00660%
RNA_PCR_Primer_Index_42_(RPI42)	1253	0.00607%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]505	1209	0.00586%
RNA_PCR_Primer_Index_21_(RPI21)	1183	0.00573%
I5_Primer_Nextera_XT_Index_Kit_v2_S513	1134	0.00549%
I7_Primer_Nextera_XT_Index_Kit_v2_N720	1091	0.00529%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N702	1005	0.00487%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]517	952	0.00461%
RNA_PCR_Primer_Index_23_(RPI23)	681	0.00330%
I7_Primer_Nextera_XT_Index_Kit_v2_N729	671	0.00325%
TruSeq_Adapter_Index_22	553	0.00268%
RNA_PCR_Primer_Index_18_(RPI18)	517	0.00250%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N709	512	0.00248%
RNA_PCR_Primer_Index_22_(RPI22)	485	0.00235%
RNA_PCR_Primer_Index_41_(RPI41)	439	0.00213%
RNA_RT_Primer_(RTP)_part_#_15013981	310	0.00150%
