#File	results/reads/umis/187_MSI_R1.fastq.gz
#Total	2561400
#Matched	2204836	86.07933%
#Name	Reads	ReadsPct
TruSeq_Adapter_Index_8	899	0.03510%
TruSeq_Adapter_Index_5	836	0.03264%
RNA_PCR_Primer_Index_28_(RPI28)	812	0.03170%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N708	794	0.03100%
RNA_PCR_Primer_Index_36_(RPI36)	793	0.03096%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]502	774	0.03022%
TruSeq_Adapter_Index_13	760	0.02967%
I7_Primer_Nextera_XT_Index_Kit_v2_N728	751	0.02932%
I5_Primer_Nextera_XT_Index_Kit_v2_S516	711	0.02776%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]503	710	0.02772%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]508	687	0.02682%
RNA_PCR_Primer_Index_34_(RPI34)	675	0.02635%
RNA_PCR_Primer_Index_39_(RPI39)	642	0.02506%
I5_Primer_Nextera_XT_Index_Kit_v2_S518	626	0.02444%
RNA_PCR_Primer_Index_13_(RPI13)	624	0.02436%
RNA_PCR_Primer_Index_40_(RPI40)	598	0.02335%
RNA_PCR_Primer_Index_1_(RPI1)_2,9	586	0.02288%
RNA_PCR_Primer_Index_33_(RPI33)	571	0.02229%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N707	550	0.02147%
TruSeq_Adapter_Index_4	550	0.02147%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]504	548	0.02139%
TruSeq_Adapter_Index_12	543	0.02120%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]507	500	0.01952%
RNA_PCR_Primer_Index_27_(RPI27)	500	0.01952%
I5_Primer_Nextera_XT_Index_Kit_v2_S511	498	0.01944%
TruSeq_Adapter_Index_3	492	0.01921%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N705	474	0.01851%
RNA_PCR_Primer_Index_32_(RPI32)	473	0.01847%
TruSeq_Adapter_Index_19	448	0.01749%
TruSeq_Adapter_Index_10	437	0.01706%
TruSeq_Adapter_Index_6	419	0.01636%
TruSeq_Adapter_Index_20	410	0.01601%
TruSeq_Adapter_Index_7	403	0.01573%
RNA_PCR_Primer_Index_29_(RPI29)	395	0.01542%
RNA_PCR_Primer_Index_26_(RPI26)	385	0.01503%
RNA_PCR_Primer_Index_15_(RPI15)	373	0.01456%
I7_Primer_Nextera_XT_Index_Kit_v2_N715	370	0.01445%
I7_Primer_Nextera_XT_Index_Kit_v2_N726	357	0.01394%
I5_Primer_Nextera_XT_Index_Kit_v2_S520	344	0.01343%
TruSeq_Adapter_Index_2	340	0.01327%
RNA_PCR_Primer_Index_38_(RPI38)	333	0.01300%
I7_Primer_Nextera_XT_Index_Kit_v2_N714	314	0.01226%
TruSeq_Adapter_Index_14	294	0.01148%
RNA_PCR_Primer_Index_46_(RPI46)	282	0.01101%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N712	278	0.01085%
TruSeq_Adapter_Index_9	274	0.01070%
RNA_PCR_Primer_Index_19_(RPI19)	268	0.01046%
RNA_PCR_Primer_Index_47_(RPI47)	254	0.00992%
I7_Primer_Nextera_XT_Index_Kit_v2_N724	238	0.00929%
TruSeq_Adapter_Index_16	229	0.00894%
TruSeq_Adapter_Index_11	227	0.00886%
RNA_PCR_Primer_Index_25_(RPI25)	225	0.00878%
RNA_PCR_Primer_Index_37_(RPI37)	214	0.00835%
I5_Primer_Nextera_XT_Index_Kit_v2_S510	213	0.00832%
I5_Primer_Nextera_XT_Index_Kit_v2_S522	211	0.00824%
TruSeq_Adapter_Index_18_7	209	0.00816%
RNA_PCR_Primer_Index_42_(RPI42)	206	0.00804%
I7_Primer_Nextera_XT_Index_Kit_v2_N716	199	0.00777%
I7_Primer_Nextera_XT_Index_Kit_v2_N722	195	0.00761%
TruSeq_Adapter_Index_23	183	0.00714%
RNA_PCR_Primer_Index_48_(RPI48)	174	0.00679%
I7_Primer_Nextera_XT_Index_Kit_v2_N721	170	0.00664%
RNA_PCR_Primer_Index_20_(RPI20)	165	0.00644%
TruSeq_Adapter_Index_21	156	0.00609%
RNA_PCR_Primer_Index_30_(RPI30)	150	0.00586%
RNA_PCR_Primer_Index_24_(RPI24)	146	0.00570%
I5_Primer_Nextera_XT_Index_Kit_v2_S521	141	0.00550%
I7_Primer_Nextera_XT_Index_Kit_v2_N718	135	0.00527%
RNA_PCR_Primer_Index_16_(RPI16)	130	0.00508%
RNA_PCR_Primer_Index_17_(RPI17)	122	0.00476%
I7_Primer_Nextera_XT_Index_Kit_v2_N719	121	0.00472%
RNA_PCR_Primer_Index_31_(RPI31)	118	0.00461%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]505	116	0.00453%
I7_Primer_Nextera_XT_Index_Kit_v2_N720	112	0.00437%
RNA_PCR_Primer_Index_21_(RPI21)	102	0.00398%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N702	98	0.00383%
I7_Primer_Nextera_XT_Index_Kit_v2_N723	87	0.00340%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]517	83	0.00324%
I7_Primer_Nextera_XT_Index_Kit_v2_N729	74	0.00289%
TruSeq_Adapter_Index_22	71	0.00277%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N709	70	0.00273%
RNA_PCR_Primer_Index_23_(RPI23)	60	0.00234%
I5_Primer_Nextera_XT_Index_Kit_v2_S513	58	0.00226%
RNA_PCR_Primer_Index_18_(RPI18)	50	0.00195%
RNA_PCR_Primer_Index_41_(RPI41)	47	0.00183%
RNA_PCR_Primer_Index_22_(RPI22)	38	0.00148%
Bisulfite_R1	37	0.00144%
RNA_RT_Primer_(RTP)_part_#_15013981	23	0.00090%
