#File	results/reads/umis/116_MSI_R1.fastq.gz
#Total	10167072
#Matched	8851938	87.06477%
#Name	Reads	ReadsPct
RNA_PCR_Primer_Index_42_(RPI42)	513	0.00505%
RNA_PCR_Primer_Index_20_(RPI20)	507	0.00499%
RNA_PCR_Primer_Index_31_(RPI31)	461	0.00453%
I7_Primer_Nextera_XT_Index_Kit_v2_N720	438	0.00431%
I7_Primer_Nextera_XT_Index_Kit_v2_N719	412	0.00405%
RNA_PCR_Primer_Index_24_(RPI24)	395	0.00389%
RNA_PCR_Primer_Index_17_(RPI17)	386	0.00380%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]505	377	0.00371%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N702	333	0.00328%
RNA_PCR_Primer_Index_23_(RPI23)	323	0.00318%
I5_Primer_Nextera_XT_Index_Kit_v2_S513	302	0.00297%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]517	268	0.00264%
I7_Primer_Nextera_XT_Index_Kit_v2_N729	264	0.00260%
TruSeq_Adapter_Index_22	227	0.00223%
RNA_PCR_Primer_Index_18_(RPI18)	205	0.00202%
RNA_PCR_Primer_Index_22_(RPI22)	176	0.00173%
RNA_PCR_Primer_Index_41_(RPI41)	162	0.00159%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N709	141	0.00139%
Bisulfite_R1	102	0.00100%
RNA_RT_Primer_(RTP)_part_#_15013981	70	0.00069%
