#File	results/reads/umis/120_MSI_R1.fastq.gz
#Total	13994643
#Matched	10864909	77.63620%
#Name	Reads	ReadsPct
TruSeq_Adapter_Index_5	7133	0.05097%
RNA_PCR_Primer_Index_44_(RPI44)	6987	0.04993%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]508	6696	0.04785%
RNA_PCR_Primer_Index_36_(RPI36)	6508	0.04650%
TruSeq_Adapter_Index_13	6501	0.04645%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N708	6044	0.04319%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]502	5436	0.03884%
RNA_PCR_Primer_Index_1_(RPI1)_2,9	5389	0.03851%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N705	5297	0.03785%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]504	5249	0.03751%
RNA_PCR_Primer_Index_40_(RPI40)	5187	0.03706%
RNA_PCR_Primer_Index_34_(RPI34)	5158	0.03686%
I7_Primer_Nextera_XT_Index_Kit_v2_N728	5016	0.03584%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]503	4950	0.03537%
TruSeq_Adapter_Index_12	4795	0.03426%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]507	4775	0.03412%
RNA_PCR_Primer_Index_14_(RPI14)	4684	0.03347%
I5_Primer_Nextera_XT_Index_Kit_v2_S511	4490	0.03208%
TruSeq_Adapter_Index_19	4410	0.03151%
TruSeq_Adapter_Index_20	4392	0.03138%
TruSeq_Adapter_Index_4	4298	0.03071%
I5_Primer_Nextera_XT_Index_Kit_v2_S516	4260	0.03044%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N707	4013	0.02868%
TruSeq_Adapter_Index_7	3906	0.02791%
RNA_PCR_Primer_Index_33_(RPI33)	3841	0.02745%
TruSeq_Adapter_Index_10	3835	0.02740%
TruSeq_Adapter_Index_3	3798	0.02714%
RNA_PCR_Primer_Index_27_(RPI27)	3792	0.02710%
I5_Primer_Nextera_XT_Index_Kit_v2_S518	3789	0.02707%
RNA_PCR_Primer_Index_32_(RPI32)	3632	0.02595%
RNA_PCR_Primer_Index_15_(RPI15)	3624	0.02590%
I7_Primer_Nextera_XT_Index_Kit_v2_N715	3544	0.02532%
I5_Primer_Nextera_XT_Index_Kit_v2_S520	3410	0.02437%
RNA_PCR_Primer_Index_26_(RPI26)	3333	0.02382%
RNA_PCR_Primer_Index_29_(RPI29)	3325	0.02376%
RNA_PCR_Primer_Index_39_(RPI39)	3205	0.02290%
I7_Primer_Nextera_XT_Index_Kit_v2_N726	3032	0.02167%
TruSeq_Adapter_Index_6	2687	0.01920%
RNA_PCR_Primer_Index_19_(RPI19)	2623	0.01874%
I7_Primer_Nextera_XT_Index_Kit_v2_N714	2592	0.01852%
RNA_PCR_Primer_Index_38_(RPI38)	2559	0.01829%
TruSeq_Adapter_Index_9	2455	0.01754%
RNA_PCR_Primer_Index_46_(RPI46)	2310	0.01651%
TruSeq_Adapter_Index_2	2229	0.01593%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N712	2175	0.01554%
I7_Primer_Nextera_XT_Index_Kit_v2_N724	2156	0.01541%
TruSeq_Adapter_Index_11	2156	0.01541%
TruSeq_Adapter_Index_14	1984	0.01418%
TruSeq_Adapter_Index_16	1980	0.01415%
I7_Primer_Nextera_XT_Index_Kit_v2_N723	1939	0.01386%
I7_Primer_Nextera_XT_Index_Kit_v2_N721	1929	0.01378%
RNA_PCR_Primer_Index_25_(RPI25)	1929	0.01378%
RNA_PCR_Primer_Index_47_(RPI47)	1909	0.01364%
I7_Primer_Nextera_XT_Index_Kit_v2_N716	1797	0.01284%
TruSeq_Adapter_Index_23	1574	0.01125%
I7_Primer_Nextera_XT_Index_Kit_v2_N722	1570	0.01122%
I5_Primer_Nextera_XT_Index_Kit_v2_S522	1463	0.01045%
I7_Primer_Nextera_XT_Index_Kit_v2_N718	1442	0.01030%
I5_Primer_Nextera_XT_Index_Kit_v2_S510	1441	0.01030%
TruSeq_Adapter_Index_18_7	1410	0.01008%
RNA_PCR_Primer_Index_37_(RPI37)	1327	0.00948%
RNA_PCR_Primer_Index_42_(RPI42)	1314	0.00939%
RNA_PCR_Primer_Index_16_(RPI16)	1313	0.00938%
RNA_PCR_Primer_Index_20_(RPI20)	1311	0.00937%
RNA_PCR_Primer_Index_48_(RPI48)	1303	0.00931%
RNA_PCR_Primer_Index_30_(RPI30)	1240	0.00886%
RNA_PCR_Primer_Index_17_(RPI17)	1177	0.00841%
I5_Primer_Nextera_XT_Index_Kit_v2_S521	1155	0.00825%
RNA_PCR_Primer_Index_24_(RPI24)	1139	0.00814%
I7_Primer_Nextera_XT_Index_Kit_v2_N719	1098	0.00785%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]505	1053	0.00752%
RNA_PCR_Primer_Index_21_(RPI21)	911	0.00651%
TruSeq_Adapter_Index_21	908	0.00649%
RNA_PCR_Primer_Index_31_(RPI31)	897	0.00641%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N702	850	0.00607%
I7_Primer_Nextera_XT_Index_Kit_v2_N720	765	0.00547%
I5_Primer_Nextera_XT_Index_Kit_v2_S513	762	0.00544%
I5_Primer_Nextera_XT_and_Nextera_Enrichment_[N/S/E]517	686	0.00490%
TruSeq_Adapter_Index_22	602	0.00430%
RNA_PCR_Primer_Index_23_(RPI23)	601	0.00429%
I7_Primer_Nextera_XT_Index_Kit_v2_N729	549	0.00392%
RNA_PCR_Primer_Index_22_(RPI22)	398	0.00284%
I7_Primer_Nextera_XT_and_Nextera_Enrichment_N709	378	0.00270%
Bisulfite_R1	365	0.00261%
RNA_PCR_Primer_Index_18_(RPI18)	349	0.00249%
RNA_PCR_Primer_Index_41_(RPI41)	308	0.00220%
RNA_RT_Primer_(RTP)_part_#_15013981	277	0.00198%
